id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
2599700,HO NGAN,,,35,,28/04/1941,,Sailor,Merchant Navy,,M.V. Oilfield (Newcastle-on-Tyne),"China, (including Hong Kong)",,HONG KONG MEMORIAL,,
2599764,KHO NGAN HOI,,,46,,02/10/1943,,Steward,Merchant Navy,,S.S. Haiching (Hong Kong),"China, (including Hong Kong)",,HONG KONG MEMORIAL,,Husband of Kurk Yee So.
2137688,MAN BIN NGAN,,,,,03/09/1939,31/12/1947,Gunner,Royal Artillery,,,Singapore,'ME/108',SINGAPORE MEMORIAL,Column 24.,"Son of Ngah bin Gafar, of Alor Kubu, Began Serai."
2600142,NGAN KOW,,,25,,26/07/1941,,Fireman,Merchant Navy,,S.S. Horn Shell (London),"China, (including Hong Kong)",,HONG KONG MEMORIAL,,
2630844,THUN NGAN,,,,,03/09/1939,31/12/1947,Rifleman,Burma Rifles,,4th Bn.,Myanmar,'5707',RANGOON MEMORIAL,Column 4.,
2600611,YEONG TIEW NGAN,,,,,25/08/1940,,Boy,Merchant Navy,,M.V. Pecten (London),"China, (including Hong Kong)",,HONG KONG MEMORIAL,,
